,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,front right triangle,front right triangle,front right triangle,front right triangle,front right triangle,front right triangle,front right triangle,front right triangle,"front right triangle:Marker1","front right triangle:Marker1","front right triangle:Marker1","front right triangle:Marker1","front right triangle:Marker2","front right triangle:Marker2","front right triangle:Marker2","front right triangle:Marker2","front right triangle:Marker3","front right triangle:Marker3","front right triangle:Marker3","front right triangle:Marker3","front right triangle:Marker4","front right triangle:Marker4","front right triangle:Marker4","front right triangle:Marker4",front right triangle:Marker1,front right triangle:Marker1,front right triangle:Marker1,front right triangle:Marker2,front right triangle:Marker2,front right triangle:Marker2,front right triangle:Marker3,front right triangle:Marker3,front right triangle:Marker3,front right triangle:Marker4,front right triangle:Marker4,front right triangle:Marker4
,,"64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","64A91D708C1D11E87C158CA0568DC94","9469D7BF8C1D11E87C158CA0568DC94","9469D7BF8C1D11E87C158CA0568DC94","9469D7BF8C1D11E87C158CA0568DC94","9469D7C08C1D11E87C158CA0568DC94","9469D7C08C1D11E87C158CA0568DC94","9469D7C08C1D11E87C158CA0568DC94","9469D7C18C1D11E87C158CA0568DC94","9469D7C18C1D11E87C158CA0568DC94","9469D7C18C1D11E87C158CA0568DC94","9469D7C28C1D11E87C158CA0568DC94","9469D7C28C1D11E87C158CA0568DC94","9469D7C28C1D11E87C158CA0568DC94"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
622,1.727778,-0.003046,0.006741,0.010470,-0.999918,0.330252,0.168679,-0.149712,0.000000,0.320004,0.167141,-0.137313,0.984380,0.250210,0.178769,-0.271548,0.963356,0.415177,0.159656,-0.158879,0.988150,0.335619,0.169149,-0.031107,0.978720,0.320004,0.167141,-0.137313,0.250210,0.178769,-0.271548,0.415177,0.159656,-0.158879,0.335619,0.169149,-0.031107
623,1.730556,-0.004386,0.006481,0.009177,-0.999927,0.330349,0.168726,-0.149587,0.000000,0.320110,0.167129,-0.137187,0.984380,0.250221,0.178932,-0.271357,0.963356,0.415293,0.159949,-0.158819,0.988150,0.335772,0.168893,-0.030984,0.978720,0.320110,0.167129,-0.137187,0.250221,0.178932,-0.271357,0.415293,0.159949,-0.158819,0.335772,0.168893,-0.030984
624,1.733333,-0.004455,0.007926,0.007896,-0.999928,0.330073,0.168758,-0.149542,0.000000,0.319802,0.167134,-0.137172,0.880400,0.250273,0.178772,-0.271543,0.682805,0.415065,0.160199,-0.158529,0.884057,0.335152,0.168928,-0.030923,0.864520,0.319802,0.167134,-0.137172,0.250273,0.178772,-0.271543,0.415065,0.160199,-0.158529,0.335152,0.168928,-0.030923
625,1.736111,-0.005781,0.007104,0.007959,-0.999926,0.330233,0.168622,-0.149582,0.000000,0.319982,0.166965,-0.137200,0.880400,0.250236,0.178969,-0.271427,0.682805,0.415209,0.160078,-0.158730,0.884057,0.335504,0.168475,-0.030972,0.864520,0.319982,0.166965,-0.137200,0.250236,0.178969,-0.271427,0.415209,0.160078,-0.158730,0.335504,0.168475,-0.030972
626,1.738889,-0.006949,0.006429,0.008729,-0.999917,0.330125,0.168495,-0.149443,0.000000,0.319888,0.166825,-0.137051,0.961544,0.249981,0.179251,-0.271155,0.970069,0.415076,0.159845,-0.158725,0.994047,0.335554,0.168061,-0.030841,0.958910,0.319888,0.166825,-0.137051,0.249981,0.179251,-0.271155,0.415076,0.159845,-0.158725,0.335554,0.168061,-0.030841
627,1.741667,-0.003123,0.008103,0.008584,-0.999926,0.330130,0.168899,-0.149585,0.000000,0.319854,0.167322,-0.137215,0.976798,0.250384,0.178700,-0.271639,0.973969,0.415113,0.160197,-0.158521,0.988311,0.335171,0.169376,-0.030966,0.978233,0.319854,0.167322,-0.137215,0.250384,0.178700,-0.271639,0.415113,0.160197,-0.158521,0.335171,0.169376,-0.030966
628,1.744444,-0.002949,0.006603,0.009258,-0.999931,0.330409,0.168780,-0.149572,0.000000,0.320167,0.167220,-0.137170,0.976798,0.250309,0.178651,-0.271388,0.973969,0.415353,0.159961,-0.158761,0.988311,0.335806,0.169287,-0.030969,0.978233,0.320167,0.167220,-0.137170,0.250309,0.178651,-0.271388,0.415353,0.159961,-0.158761,0.335806,0.169287,-0.030969
629,1.747222,-0.004848,0.007300,0.007923,-0.999930,0.330186,0.168677,-0.149482,0.000000,0.319931,0.167043,-0.137101,0.978989,0.250234,0.178791,-0.271375,0.970881,0.415166,0.160121,-0.158581,0.984932,0.335412,0.168751,-0.030870,0.966154,0.319931,0.167043,-0.137101,0.250234,0.178791,-0.271375,0.415166,0.160121,-0.158581,0.335412,0.168751,-0.030870
630,1.750000,-0.005809,0.007736,0.007019,-0.999929,0.330161,0.168546,-0.149522,0.000000,0.319898,0.166870,-0.137153,0.969642,0.250301,0.178748,-0.271468,0.977910,0.415165,0.160163,-0.158561,0.995257,0.335281,0.168405,-0.030905,0.972260,0.319898,0.166870,-0.137153,0.250301,0.178748,-0.271468,0.415165,0.160163,-0.158561,0.335281,0.168405,-0.030905
631,1.752778,-0.006280,0.007148,0.007012,-0.999930,0.330158,0.168526,-0.149610,0.000000,0.319909,0.166838,-0.137231,0.969642,0.250154,0.178841,-0.271453,0.977910,0.415151,0.160153,-0.158757,0.995257,0.335417,0.168272,-0.031000,0.972260,0.319909,0.166838,-0.137231,0.250154,0.178841,-0.271453,0.415151,0.160153,-0.158757,0.335417,0.168272,-0.031000
632,1.755556,-0.004926,0.006797,0.008046,-0.999932,0.330242,0.168726,-0.149552,0.000000,0.319999,0.167092,-0.137161,0.963626,0.250171,0.178880,-0.271364,0.960427,0.415211,0.160151,-0.158739,0.982846,0.335588,0.168780,-0.030946,0.960674,0.319999,0.167092,-0.137161,0.250171,0.178880,-0.271364,0.415211,0.160151,-0.158739,0.335588,0.168780,-0.030946
633,1.758333,-0.005575,0.006927,0.007719,-0.999931,0.330395,0.168532,-0.149613,0.000000,0.320150,0.166876,-0.137226,0.963626,0.250350,0.178791,-0.271433,0.960427,0.415373,0.160026,-0.158787,0.982846,0.335709,0.168437,-0.031005,0.960674,0.320150,0.166876,-0.137226,0.250350,0.178791,-0.271433,0.415373,0.160026,-0.158787,0.335709,0.168437,-0.031005
634,1.761111,-0.005465,0.007999,0.007523,-0.999925,0.330147,0.168616,-0.149591,0.000000,0.319876,0.166959,-0.137226,0.852435,0.250360,0.178815,-0.271585,0.939475,0.415147,0.160140,-0.158581,0.937675,0.335206,0.168551,-0.030972,0.948699,0.319876,0.166959,-0.137226,0.250360,0.178815,-0.271585,0.415147,0.160140,-0.158581,0.335206,0.168551,-0.030972
635,1.763889,-0.003803,0.006144,0.009793,-0.999926,0.330290,0.168727,-0.149622,0.000000,0.320058,0.167157,-0.137214,0.942716,0.250090,0.178892,-0.271349,0.916554,0.415216,0.159835,-0.158904,0.886370,0.335795,0.169024,-0.031023,0.993157,0.320058,0.167157,-0.137214,0.250090,0.178892,-0.271349,0.415216,0.159835,-0.158904,0.335795,0.169024,-0.031023
636,1.766667,-0.002874,0.007818,0.009105,-0.999924,0.330084,0.168956,-0.149558,0.000000,0.319813,0.167396,-0.137180,0.942716,0.250278,0.178782,-0.271570,0.916554,0.415053,0.160161,-0.158538,0.886370,0.335194,0.169486,-0.030942,0.993157,0.319813,0.167396,-0.137180,0.250278,0.178782,-0.271570,0.415053,0.160161,-0.158538,0.335194,0.169486,-0.030942
637,1.769444,-0.004232,0.007043,0.010851,-0.999907,0.330472,0.168563,-0.149635,0.000000,0.320214,0.167004,-0.137246,0.957420,0.250513,0.179002,-0.271496,0.964614,0.415395,0.159499,-0.158770,0.982726,0.335764,0.168748,-0.031026,0.980795,0.320214,0.167004,-0.137246,0.250513,0.179002,-0.271496,0.415395,0.159499,-0.158770,0.335764,0.168748,-0.031026
638,1.772222,-0.004114,0.007037,0.009478,-0.999922,0.330328,0.168606,-0.149547,0.000000,0.320075,0.167022,-0.137158,0.957420,0.250341,0.178795,-0.271411,0.964614,0.415276,0.159773,-0.158681,0.982726,0.335620,0.168836,-0.030939,0.980795,0.320075,0.167022,-0.137158,0.250341,0.178795,-0.271411,0.415276,0.159773,-0.158681,0.335620,0.168836,-0.030939
639,1.775000,-0.005372,0.007167,0.007142,-0.999934,0.330173,0.168884,-0.149592,0.000000,0.319923,0.167221,-0.137210,0.813777,0.250175,0.179000,-0.271455,0.884413,0.415165,0.160472,-0.158721,0.915512,0.335429,0.168844,-0.030981,0.854657,0.319923,0.167221,-0.137210,0.250175,0.179000,-0.271455,0.415165,0.160472,-0.158721,0.335429,0.168844,-0.030981
640,1.777778,-0.004575,0.006502,0.008323,-0.999934,0.330373,0.168720,-0.149563,0.000000,0.320136,0.167101,-0.137165,0.944235,0.250234,0.178834,-0.271334,0.936020,0.415331,0.160092,-0.158794,0.970184,0.335789,0.168853,-0.030960,0.970223,0.320136,0.167101,-0.137165,0.250234,0.178834,-0.271334,0.415331,0.160092,-0.158794,0.335789,0.168853,-0.030960
641,1.780556,-0.002106,0.008136,0.009212,-0.999922,0.330128,0.168950,-0.149629,0.000000,0.319849,0.167411,-0.137256,0.944235,0.250400,0.178606,-0.271706,0.936020,0.415101,0.160122,-0.158544,0.970184,0.335164,0.169661,-0.031011,0.970223,0.319849,0.167411,-0.137256,0.250400,0.178606,-0.271706,0.415101,0.160122,-0.158544,0.335164,0.169661,-0.031011
642,1.783333,-0.004352,0.008141,0.008045,-0.999925,0.330163,0.168712,-0.149639,0.000000,0.319887,0.167093,-0.137273,0.921223,0.250419,0.178725,-0.271676,0.910789,0.415157,0.160125,-0.158588,0.873738,0.335191,0.168905,-0.031018,0.982563,0.319887,0.167093,-0.137273,0.250419,0.178725,-0.271676,0.415157,0.160125,-0.158588,0.335191,0.168905,-0.031018
643,1.786111,-0.004640,0.007213,0.009541,-0.999918,0.330260,0.168453,-0.149641,0.000000,0.320002,0.166857,-0.137257,0.946894,0.250318,0.178779,-0.271523,0.938533,0.415211,0.159619,-0.158753,0.969611,0.335510,0.168558,-0.031030,0.971551,0.320002,0.166857,-0.137257,0.250318,0.178779,-0.271523,0.415211,0.159619,-0.158753,0.335510,0.168558,-0.031030
644,1.788889,-0.004400,0.007529,0.007554,-0.999934,0.330260,0.168843,-0.149581,0.000000,0.320000,0.167212,-0.137203,0.946894,0.250357,0.178789,-0.271520,0.938533,0.415251,0.160341,-0.158635,0.969611,0.335432,0.169029,-0.030967,0.971551,0.320000,0.167212,-0.137203,0.250357,0.178789,-0.271521,0.415251,0.160341,-0.158635,0.335432,0.169029,-0.030967
645,1.791667,-0.003225,0.006376,0.010698,-0.999917,0.330505,0.168506,-0.149725,0.000000,0.320265,0.166969,-0.137320,0.972101,0.250379,0.178677,-0.271499,0.967552,0.415419,0.159449,-0.158958,0.974007,0.335958,0.168930,-0.031124,0.971069,0.320265,0.166969,-0.137320,0.250379,0.178677,-0.271499,0.415419,0.159449,-0.158958,0.335958,0.168930,-0.031124
646,1.794444,-0.006923,0.007937,0.005670,-0.999928,0.330210,0.168594,-0.149513,0.000000,0.319946,0.166863,-0.137152,0.972101,0.250375,0.178847,-0.271471,0.967552,0.415241,0.160461,-0.158533,0.974007,0.335280,0.168205,-0.030894,0.971069,0.319946,0.166863,-0.137152,0.250375,0.178847,-0.271471,0.415241,0.160461,-0.158533,0.335280,0.168205,-0.030894
647,1.797222,-0.006487,0.007243,0.007424,-0.999925,0.330231,0.168544,-0.149547,0.000000,0.319978,0.166860,-0.137170,0.897574,0.250259,0.178976,-0.271400,0.867900,0.415219,0.160106,-0.158681,0.882972,0.335467,0.168237,-0.030935,0.860633,0.319978,0.166860,-0.137170,0.250259,0.178976,-0.271400,0.415219,0.160106,-0.158681,0.335467,0.168237,-0.030935
648,1.800000,-0.006385,0.007709,0.007008,-0.999925,0.330199,0.168454,-0.149540,0.000000,0.319937,0.166763,-0.137172,0.927774,0.250333,0.178793,-0.271470,0.920766,0.415203,0.160083,-0.158593,0.889400,0.335325,0.168176,-0.030923,0.966236,0.319937,0.166763,-0.137172,0.250333,0.178793,-0.271470,0.415203,0.160083,-0.158593,0.335325,0.168176,-0.030923
649,1.802778,-0.002979,0.006387,0.009405,-0.999931,0.330351,0.168836,-0.149551,0.000000,0.320114,0.167279,-0.137145,0.927774,0.250202,0.178739,-0.271333,0.920766,0.415288,0.159993,-0.158778,0.889400,0.335800,0.169334,-0.030950,0.966236,0.320114,0.167279,-0.137145,0.250202,0.178739,-0.271333,0.415288,0.159993,-0.158778,0.335800,0.169334,-0.030950
650,1.805556,-0.003897,0.008137,0.008191,-0.999926,0.330194,0.168741,-0.149480,0.000000,0.319917,0.167136,-0.137113,0.892189,0.250450,0.178667,-0.271525,0.870288,0.415184,0.160121,-0.158422,0.868630,0.335224,0.169039,-0.030860,0.834556,0.319917,0.167136,-0.137113,0.250450,0.178667,-0.271525,0.415184,0.160121,-0.158422,0.335224,0.169039,-0.030860
651,1.808333,-0.003581,0.007448,0.008124,-0.999933,0.330279,0.168869,-0.149763,0.000000,0.320019,0.167271,-0.137380,0.918679,0.250365,0.178708,-0.271703,0.884545,0.415258,0.160255,-0.158817,0.906867,0.335472,0.169242,-0.031150,0.891135,0.320019,0.167271,-0.137380,0.250365,0.178708,-0.271703,0.415258,0.160255,-0.158817,0.335472,0.169242,-0.031150
652,1.811111,-0.003441,0.007193,0.009734,-0.999921,0.330105,0.168648,-0.149723,0.000000,0.319847,0.167086,-0.137335,0.918679,0.250159,0.178714,-0.271624,0.884545,0.415051,0.159757,-0.158820,0.906867,0.335362,0.169034,-0.031113,0.891135,0.319847,0.167086,-0.137335,0.250159,0.178714,-0.271624,0.415051,0.159757,-0.158820,0.335362,0.169034,-0.031113
653,1.813889,-0.004753,0.006898,0.008647,-0.999928,0.330104,0.168825,-0.149556,0.000000,0.319856,0.167208,-0.137166,0.847816,0.250068,0.179034,-0.271386,0.763857,0.415064,0.160145,-0.158723,0.913934,0.335426,0.168913,-0.030948,0.873926,0.319856,0.167208,-0.137166,0.250068,0.179034,-0.271386,0.415064,0.160145,-0.158723,0.335426,0.168913,-0.030948
654,1.816667,-0.004808,0.006731,0.008449,-0.999930,0.330267,0.168703,-0.149575,0.000000,0.320024,0.167080,-0.137182,0.847816,0.250187,0.178893,-0.271378,0.763857,0.415228,0.160058,-0.158771,0.913934,0.335629,0.168780,-0.030969,0.873926,0.320024,0.167080,-0.137182,0.250187,0.178893,-0.271378,0.415228,0.160058,-0.158771,0.335629,0.168780,-0.030969
655,1.819444,-0.004298,0.007389,0.008201,-0.999930,0.330282,0.168698,-0.149662,0.000000,0.320023,0.167084,-0.137281,0.850714,0.250356,0.178724,-0.271580,0.938762,0.415259,0.160084,-0.158738,0.937904,0.335488,0.168900,-0.031050,0.947402,0.320023,0.167084,-0.137281,0.250356,0.178724,-0.271580,0.415259,0.160084,-0.158738,0.335488,0.168900,-0.031050
656,1.822222,-0.006802,0.007691,0.005607,-0.999932,0.330155,0.168674,-0.149437,0.000000,0.319897,0.166944,-0.137070,0.964549,0.250258,0.178888,-0.271358,0.977266,0.415182,0.160549,-0.158497,0.983307,0.335283,0.168314,-0.030821,0.967401,0.319897,0.166944,-0.137070,0.250258,0.178888,-0.271358,0.415182,0.160549,-0.158497,0.335283,0.168314,-0.030821
657,1.825000,-0.004361,0.007835,0.008009,-0.999928,0.330108,0.168763,-0.149621,0.000000,0.319839,0.167143,-0.137249,0.964549,0.250287,0.178773,-0.271610,0.977266,0.415096,0.160183,-0.158622,0.983307,0.335208,0.168954,-0.031004,0.967401,0.319839,0.167143,-0.137249,0.250287,0.178773,-0.271610,0.415096,0.160183,-0.158622,0.335208,0.168954,-0.031004
658,1.827778,-0.005742,0.006608,0.009449,-0.999917,0.330172,0.168580,-0.149499,0.000000,0.319929,0.166955,-0.137106,0.976990,0.250084,0.179159,-0.271263,0.968979,0.415114,0.159783,-0.158732,0.984603,0.335562,0.168423,-0.030894,0.965430,0.319929,0.166955,-0.137106,0.250084,0.179159,-0.271263,0.415114,0.159783,-0.158732,0.335562,0.168423,-0.030894
659,1.830556,-0.005509,0.007825,0.006933,-0.999930,0.329951,0.168713,-0.149599,0.000000,0.319686,0.167043,-0.137231,0.871690,0.250110,0.178827,-0.271565,0.833655,0.414958,0.160338,-0.158619,0.840020,0.335051,0.168644,-0.030982,0.869470,0.319686,0.167043,-0.137231,0.250110,0.178827,-0.271565,0.414958,0.160338,-0.158619,0.335051,0.168644,-0.030982
660,1.833333,-0.003344,0.007038,0.008621,-0.999932,0.330164,0.168918,-0.149609,0.000000,0.319914,0.167336,-0.137217,0.871690,0.250160,0.178781,-0.271488,0.833655,0.415128,0.160215,-0.158729,0.840020,0.335457,0.169340,-0.031000,0.869470,0.319914,0.167336,-0.137217,0.250160,0.178781,-0.271488,0.415128,0.160215,-0.158729,0.335457,0.169340,-0.031000
661,1.836111,-0.004216,0.006894,0.008581,-0.999931,0.330269,0.168803,-0.149416,0.000000,0.320022,0.167198,-0.137025,0.894208,0.250230,0.178871,-0.271256,0.869702,0.415230,0.160124,-0.158575,0.829852,0.335594,0.169019,-0.030809,0.825853,0.320022,0.167198,-0.137025,0.250230,0.178871,-0.271256,0.415230,0.160124,-0.158575,0.335594,0.169019,-0.030809
662,1.838889,-0.006183,0.007364,0.005532,-0.999938,0.330344,0.168740,-0.149428,0.000000,0.320094,0.167025,-0.137053,0.894208,0.250365,0.178792,-0.271309,0.869702,0.415366,0.160617,-0.158535,0.829852,0.335550,0.168528,-0.030815,0.825853,0.320094,0.167025,-0.137053,0.250365,0.178792,-0.271309,0.415366,0.160617,-0.158535,0.335550,0.168528,-0.030815
663,1.841667,-0.005116,0.007574,0.007296,-0.999932,0.330085,0.168729,-0.149495,0.000000,0.319825,0.167076,-0.137120,0.899933,0.250189,0.178807,-0.271428,0.707708,0.415081,0.160285,-0.158551,0.892058,0.335245,0.168748,-0.030880,0.893609,0.319825,0.167076,-0.137120,0.250189,0.178807,-0.271428,0.415081,0.160285,-0.158551,0.335245,0.168748,-0.030880
664,1.844444,-0.005013,0.006748,0.008291,-0.999930,0.330300,0.168720,-0.149530,0.000000,0.320057,0.167090,-0.137138,0.966863,0.250221,0.178935,-0.271332,0.977859,0.415264,0.160106,-0.158727,0.995615,0.335657,0.168751,-0.030924,0.971077,0.320057,0.167090,-0.137138,0.250221,0.178935,-0.271332,0.415264,0.160106,-0.158727,0.335657,0.168751,-0.030924
665,1.847222,-0.006247,0.007474,0.008249,-0.999919,0.330245,0.168421,-0.149481,0.000000,0.319984,0.166759,-0.137108,0.966863,0.250344,0.178928,-0.271375,0.977859,0.415223,0.159837,-0.158574,0.995615,0.335427,0.168161,-0.030868,0.971077,0.319984,0.166759,-0.137108,0.250344,0.178928,-0.271375,0.415223,0.159837,-0.158574,0.335427,0.168161,-0.030868
666,1.850000,-0.006318,0.007869,0.007376,-0.999922,0.330306,0.168472,-0.149630,0.000000,0.320038,0.166790,-0.137266,0.979145,0.250485,0.178854,-0.271587,0.948801,0.415306,0.160037,-0.158655,0.982845,0.335394,0.168206,-0.031012,0.971933,0.320038,0.166790,-0.137266,0.250485,0.178854,-0.271587,0.415306,0.160037,-0.158655,0.335394,0.168206,-0.031012
667,1.852778,-0.005734,0.006127,0.007770,-0.999935,0.330287,0.168584,-0.149599,0.000000,0.320061,0.166925,-0.137196,0.979145,0.250048,0.178890,-0.271287,0.948801,0.415249,0.160073,-0.158911,0.982845,0.335790,0.168449,-0.030999,0.971933,0.320061,0.166925,-0.137196,0.250048,0.178890,-0.271287,0.415249,0.160073,-0.158911,0.335790,0.168449,-0.030999
668,1.855556,-0.003166,0.007305,0.008504,-0.999932,0.330250,0.169021,-0.149593,0.000000,0.319993,0.167441,-0.137206,0.979145,0.250308,0.178821,-0.271518,0.948801,0.415220,0.160334,-0.158665,0.982845,0.335479,0.169488,-0.030982,0.971933,0.319993,0.167441,-0.137206,0.250308,0.178821,-0.271518,0.415220,0.160334,-0.158665,0.335479,0.169488,-0.030982
669,1.858333,-0.005226,0.006749,0.006912,-0.999940,0.330300,0.168968,-0.149591,0.000000,0.320062,0.167304,-0.137200,0.931530,0.250196,0.179012,-0.271390,0.936347,0.415288,0.160593,-0.158789,0.832175,0.335655,0.168965,-0.030985,0.894888,0.320062,0.167304,-0.137200,0.250196,0.179012,-0.271390,0.415288,0.160593,-0.158789,0.335655,0.168965,-0.030985
670,1.861111,-0.005832,0.007593,0.007170,-0.999928,0.330190,0.168687,-0.149553,0.000000,0.319930,0.167014,-0.137181,0.931530,0.250297,0.178919,-0.271475,0.936347,0.415189,0.160279,-0.158617,0.832175,0.335344,0.168539,-0.030938,0.894888,0.319930,0.167014,-0.137181,0.250297,0.178919,-0.271475,0.415189,0.160279,-0.158617,0.335344,0.168539,-0.030938
671,1.863889,-0.005613,0.007218,0.008293,-0.999924,0.330060,0.168799,-0.149618,0.000000,0.319805,0.167154,-0.137238,0.970117,0.250097,0.179159,-0.271484,0.979848,0.415033,0.160196,-0.158744,0.995439,0.335305,0.168688,-0.031007,0.974188,0.319805,0.167154,-0.137238,0.250097,0.179159,-0.271484,0.415033,0.160196,-0.158744,0.335305,0.168688,-0.031007
672,1.866667,-0.004223,0.008120,0.008783,-0.999920,0.330209,0.168717,-0.149597,0.000000,0.319931,0.167116,-0.137230,0.889097,0.250473,0.178817,-0.271632,0.865532,0.415189,0.160002,-0.158547,0.860362,0.335243,0.168931,-0.030976,0.854154,0.319931,0.167116,-0.137230,0.250473,0.178817,-0.271632,0.415189,0.160002,-0.158547,0.335243,0.168931,-0.030976
673,1.869444,-0.003090,0.006992,0.010448,-0.999916,0.330151,0.168877,-0.149671,0.000000,0.319896,0.167338,-0.137277,0.889097,0.250170,0.178973,-0.271546,0.865532,0.415081,0.159858,-0.158796,0.860362,0.335458,0.169337,-0.031063,0.854154,0.319896,0.167338,-0.137277,0.250170,0.178973,-0.271546,0.415081,0.159858,-0.158796,0.335458,0.169337,-0.031063
674,1.872222,-0.007035,0.006851,0.007334,-0.999925,0.330145,0.168535,-0.149702,0.000000,0.319903,0.166835,-0.137319,0.851396,0.250077,0.179085,-0.271482,0.790947,0.415128,0.160123,-0.158912,0.887828,0.335474,0.168098,-0.031095,0.881089,0.319903,0.166835,-0.137319,0.250077,0.179085,-0.271482,0.415128,0.160123,-0.158912,0.335474,0.168098,-0.031095
675,1.875000,-0.005867,0.007385,0.007603,-0.999927,0.330158,0.168688,-0.149537,0.000000,0.319901,0.167022,-0.137161,0.928539,0.250223,0.178998,-0.271425,0.920386,0.415145,0.160206,-0.158638,0.889914,0.335361,0.168525,-0.030924,0.970399,0.319901,0.167022,-0.137161,0.250223,0.178998,-0.271425,0.415145,0.160206,-0.158638,0.335361,0.168525,-0.030924
676,1.877778,-0.002877,0.007319,0.010716,-0.999912,0.330329,0.168773,-0.149642,0.000000,0.320065,0.167245,-0.137254,0.928539,0.250432,0.178861,-0.271574,0.920386,0.415260,0.159705,-0.158709,0.889914,0.335560,0.169281,-0.031031,0.970399,0.320065,0.167245,-0.137254,0.250432,0.178861,-0.271573,0.415260,0.159705,-0.158709,0.335560,0.169281,-0.031031
677,1.880556,-0.006126,0.007714,0.005583,-0.999936,0.330069,0.168868,-0.149437,0.000000,0.319811,0.167155,-0.137069,0.867514,0.250176,0.178914,-0.271375,0.864673,0.415096,0.160734,-0.158484,0.901434,0.335192,0.168669,-0.030821,0.960120,0.319811,0.167155,-0.137069,0.250176,0.178914,-0.271375,0.415096,0.160734,-0.158484,0.335192,0.168669,-0.030821
678,1.883333,-0.003472,0.006436,0.010291,-0.999920,0.330523,0.168547,-0.149623,0.000000,0.320282,0.166995,-0.137219,0.867514,0.250404,0.178712,-0.271402,0.864673,0.415446,0.159563,-0.158849,0.901434,0.335961,0.168917,-0.031021,0.960120,0.320282,0.166995,-0.137219,0.250404,0.178712,-0.271402,0.415446,0.159563,-0.158849,0.335961,0.168917,-0.031021
679,1.886111,-0.004541,0.006547,0.008280,-0.999934,0.330343,0.168808,-0.149599,0.000000,0.320106,0.167189,-0.137201,0.934431,0.250215,0.178907,-0.271378,0.933945,0.415304,0.160186,-0.158822,0.982799,0.335749,0.168950,-0.030995,0.882822,0.320106,0.167189,-0.137201,0.250215,0.178907,-0.271378,0.415304,0.160186,-0.158822,0.335749,0.168950,-0.030995
680,1.888889,-0.004788,0.006757,0.007226,-0.999940,0.330319,0.168747,-0.149523,0.000000,0.320079,0.167100,-0.137130,0.953438,0.250221,0.178735,-0.271331,0.945958,0.415301,0.160309,-0.158713,0.968942,0.335673,0.168844,-0.030916,0.981938,0.320079,0.167100,-0.137130,0.250221,0.178735,-0.271331,0.415301,0.160309,-0.158713,0.335673,0.168844,-0.030916
681,1.891667,-0.003433,0.007182,0.008928,-0.999929,0.330166,0.168833,-0.149670,0.000000,0.319911,0.167255,-0.137282,0.953438,0.250202,0.178767,-0.271571,0.945958,0.415126,0.160080,-0.158768,0.968942,0.335425,0.169232,-0.031060,0.981938,0.319911,0.167255,-0.137282,0.250202,0.178767,-0.271571,0.415126,0.160080,-0.158768,0.335425,0.169232,-0.031060
682,1.894444,-0.006230,0.007845,0.007568,-0.999921,0.330236,0.168615,-0.149575,0.000000,0.319968,0.166939,-0.137210,0.884272,0.250413,0.179007,-0.271530,0.861525,0.415232,0.160146,-0.158604,0.862445,0.335330,0.168367,-0.030958,0.841675,0.319968,0.166939,-0.137210,0.250413,0.179007,-0.271530,0.415232,0.160146,-0.158604,0.335330,0.168367,-0.030958
683,1.897222,-0.006019,0.007398,0.008885,-0.999915,0.330283,0.168453,-0.149635,0.000000,0.320022,0.166809,-0.137260,0.884272,0.250376,0.179007,-0.271521,0.861525,0.415248,0.159756,-0.158738,0.862445,0.335485,0.168238,-0.031022,0.841675,0.320022,0.166809,-0.137260,0.250376,0.179007,-0.271521,0.415248,0.159756,-0.158738,0.335485,0.168238,-0.031022
